Age,Overall,Potential,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST,Preferred Positions
28,67,69,725000,7000,1755,58,79,57,52,60,62,53,55,52,48,54,68,66,75,62,58,60,56,61,61,64,60,53,61,76,65,82,60,49,59,66,65,58,62,59,62,66,62,65,58,59,59,57,61,59,62,66,62,65,58,59,59,57,61,59,CDM
29,67,67,575000,21000,1707,84,73,86,77,66,65,65,55,65,27,34,59,62,62,60,25,64,34,61,65,68,28,62,83,71,60,64,58,25,61,64,64,58,61,61,66,64,61,64,58,65,53,62,67,61,66,64,61,64,58,65,53,62,67,53,RB
20,67,83,1700000,38000,1601,82,40,74,67,64,56,58,52,72,63,50,44,28,38,58,56,24,66,63,59,68,56,32,85,56,33,62,53,44,65,41,47,65,58,65,49,41,58,47,65,66,62,66,52,65,49,41,58,47,65,66,62,66,52,62,LM
27,67,67,825000,9000,1663,64,40,71,50,70,60,57,53,69,65,50,68,29,58,58,64,36,56,63,64,63,62,32,64,72,27,81,62,59,65,46,50,65,61,65,50,46,61,50,65,65,66,65,52,65,50,46,61,50,65,65,66,65,52,66,ST
32,67,67,425000,5000,1831,74,70,66,71,59,63,63,61,63,50,62,61,64,73,55,55,65,53,61,63,65,71,63,77,73,64,69,55,38,61,65,63,62,61,61,66,65,61,63,62,63,61,62,66,61,66,65,61,63,62,63,61,62,66,61,CB
31,67,67,500000,8000,1719,74,65,69,64,62,61,73,53,64,54,39,60,65,60,57,60,64,39,44,63,61,57,65,62,73,66,68,54,44,59,64,63,59,60,59,66,64,60,63,59,62,58,61,66,59,66,64,60,63,59,62,58,61,66,58,LB
27,67,68,700000,5000,1701,72,61,62,69,66,30,70,69,55,48,26,50,67,80,55,51,70,35,40,49,64,48,69,69,66,69,68,60,47,58,65,64,56,59,58,66,65,59,64,56,60,53,59,66,58,66,65,59,64,56,60,53,59,66,53,LB
30,67,67,725000,13000,1610,68,33,72,73,71,61,49,59,74,55,60,51,24,55,65,54,19,55,59,62,69,67,21,60,67,22,57,66,59,66,37,47,65,62,66,44,37,62,47,65,65,61,64,48,66,44,37,62,47,65,65,61,64,48,61,CM
30,67,67,725000,6000,1880,81,67,87,88,60,65,63,56,64,64,67,48,64,83,62,66,51,65,54,65,65,67,41,86,88,41,62,62,59,65,55,60,64,63,65,61,55,63,60,64,66,63,66,63,65,61,55,63,60,64,66,63,66,63,63,RW
27,67,69,750000,5000,1641,63,64,62,60,56,59,37,46,46,25,47,63,74,77,57,39,64,59,42,63,56,51,70,62,65,66,64,51,51,51,66,63,49,55,51,62,66,55,63,49,51,49,49,60,51,62,66,55,63,49,51,49,49,60,49,CB
28,67,68,700000,3000,1834,66,75,76,72,62,67,59,60,60,51,48,57,66,82,64,56,65,56,43,64,66,74,59,60,83,61,82,56,55,60,66,66,58,62,60,64,66,62,66,58,61,59,59,65,60,64,66,62,66,58,61,59,59,65,59,CDM
26,67,69,925000,5000,1701,77,62,71,70,76,61,64,62,74,56,59,53,36,56,67,50,26,66,63,67,71,59,21,72,68,31,58,64,56,68,44,53,67,65,68,51,44,65,53,67,69,63,68,54,68,51,44,65,53,67,69,63,68,54,63,CF
34,67,67,400000,8000,1771,75,64,76,72,62,60,65,53,62,65,42,74,33,91,61,66,33,61,64,66,62,68,35,63,70,44,71,59,54,63,52,53,64,60,63,53,52,60,53,64,64,66,64,54,63,53,52,60,53,64,64,66,64,54,66,LM
20,67,78,1100000,9000,1654,77,65,73,76,66,65,67,36,67,26,30,64,62,65,63,29,64,36,66,48,66,39,64,79,71,69,68,32,34,56,65,63,56,58,56,66,65,58,63,56,62,54,59,66,56,66,65,58,63,56,62,54,59,66,54,LB
33,67,67,450000,5000,1821,69,33,63,76,70,56,68,73,69,70,72,52,54,74,67,66,56,69,73,68,73,70,27,71,60,29,65,70,66,70,50,57,70,66,70,55,50,66,57,70,69,68,70,58,70,55,50,66,57,70,69,68,70,58,68,CM
32,67,67,450000,4000,1810,56,71,68,61,69,60,54,55,62,63,60,64,61,78,64,56,67,54,58,60,67,66,63,58,60,65,69,65,65,63,66,65,63,64,63,62,66,64,65,63,62,63,62,62,63,62,66,64,65,63,62,63,62,62,63,CB
26,67,68,875000,9000,1828,59,74,65,72,72,59,56,58,56,53,54,59,72,61,67,66,73,47,44,68,73,68,64,66,80,68,65,56,51,62,68,70,61,66,62,68,68,66,70,61,62,60,61,68,62,68,68,66,70,61,62,60,61,68,60,CDM
20,67,76,1000000,7000,1862,78,67,74,80,70,71,64,67,72,42,50,60,69,77,61,49,64,45,65,64,66,62,64,79,56,65,66,68,58,66,66,65,65,65,66,66,66,65,65,65,67,62,66,66,66,66,66,65,65,65,67,62,66,66,62,LW
27,67,67,625000,4000,1679,74,60,78,88,64,35,67,58,65,22,31,53,63,78,50,35,61,30,49,65,65,47,65,71,70,70,60,62,24,59,63,63,56,60,59,66,63,60,63,56,61,51,59,66,59,66,63,60,63,56,61,51,59,66,51,RB
28,67,68,700000,7000,1697,72,48,66,67,51,52,39,60,53,39,50,67,67,84,55,51,71,35,49,57,56,53,67,73,73,68,76,47,39,53,66,61,53,55,53,63,66,55,61,53,54,54,53,61,53,63,66,55,61,53,54,54,53,61,54,CB
21,67,75,975000,7000,1841,78,68,73,76,64,65,67,58,71,46,29,61,63,75,65,65,61,39,62,62,67,70,62,76,70,65,74,64,61,65,65,65,64,65,65,66,65,65,65,64,66,63,66,66,65,66,65,65,65,64,66,63,66,66,63,LB
34,67,67,230000,7000,1620,38,70,59,63,57,76,57,30,46,53,31,70,66,66,69,59,65,29,44,56,75,46,67,44,55,67,71,67,39,58,66,66,54,62,58,61,66,62,66,54,55,54,54,60,58,61,66,62,66,54,55,54,54,60,54,CB
28,67,67,750000,6000,1865,65,76,57,66,67,63,61,54,65,62,50,65,65,75,66,61,50,71,65,66,67,67,56,63,67,65,79,67,58,65,65,65,65,66,65,63,65,66,65,65,65,65,64,63,65,63,65,66,65,65,65,65,64,63,65,CDM
28,67,67,800000,5000,1670,71,58,66,78,61,66,48,59,65,67,45,68,23,74,51,54,26,61,70,61,55,69,19,76,88,21,77,41,62,59,43,45,63,54,59,46,43,54,45,63,62,66,62,48,59,46,43,54,45,63,62,66,62,48,66,ST
33,67,67,475000,5000,1816,55,63,58,54,64,73,78,77,58,51,73,50,51,31,70,67,44,66,64,68,68,79,54,66,79,59,78,75,55,65,57,63,64,67,65,61,57,67,63,64,66,62,64,63,65,61,57,67,63,64,66,62,64,63,62,RM
26,67,70,975000,8000,1697,64,77,58,55,64,61,64,63,62,67,67,64,26,61,49,61,20,60,67,63,62,70,26,63,81,27,82,56,58,62,45,49,64,58,62,48,45,58,49,64,63,66,63,51,62,48,45,58,49,64,63,66,63,51,66,ST
29,67,67,600000,7000,1505,65,60,63,45,55,68,33,31,60,28,36,72,66,68,57,29,67,40,28,61,61,43,67,50,69,66,70,44,27,50,66,62,48,54,50,61,66,54,62,48,51,48,49,60,50,61,66,54,62,48,51,48,49,60,48,CDM
29,67,68,675000,13000,1756,32,63,54,50,68,58,56,61,59,51,54,69,60,67,65,70,67,53,65,65,68,71,64,32,55,70,76,64,64,62,66,65,61,65,62,60,66,65,65,61,58,61,58,60,62,60,66,65,65,61,58,61,58,60,61,CDM
35,67,67,350000,3000,1704,53,71,65,65,62,68,56,53,57,64,41,73,40,84,34,61,23,69,66,66,64,75,25,62,74,34,90,60,60,61,51,50,63,57,61,49,51,57,50,63,60,66,61,51,61,49,51,57,50,63,60,66,61,51,66,ST
23,67,72,875000,1000,1620,61,83,58,60,54,48,40,53,38,24,56,58,64,78,61,26,66,57,21,62,65,41,71,63,68,71,83,57,35,49,69,66,45,55,49,63,69,55,66,45,50,44,46,61,49,63,69,55,66,45,50,44,46,61,44,CB
30,67,67,725000,6000,1691,72,56,73,68,71,62,66,59,69,65,35,63,46,75,59,63,20,65,68,61,64,68,22,63,64,24,74,65,40,66,45,51,67,62,66,49,45,62,51,67,66,66,67,52,66,49,45,62,51,67,66,66,67,52,66,ST
26,67,68,900000,4000,1758,85,55,82,93,69,60,60,57,70,55,47,31,54,61,58,54,26,51,62,68,61,61,52,87,64,58,56,54,58,64,51,56,65,61,64,59,51,61,56,65,66,61,67,61,64,59,51,61,56,65,66,61,67,61,61,LM
27,67,69,750000,13000,1706,66,81,52,52,60,59,53,47,52,33,50,69,69,69,54,46,65,53,31,67,60,65,72,69,75,71,78,49,42,53,70,66,53,57,53,67,70,57,66,53,55,54,53,65,53,67,70,57,66,53,55,54,53,65,54,CB
25,67,70,800000,9000,1639,68,59,60,62,57,61,65,57,61,31,35,60,55,63,58,33,64,41,50,59,62,43,74,70,85,71,58,45,33,54,63,62,53,57,54,66,63,57,62,53,59,51,56,66,54,66,63,57,62,53,59,51,56,66,51,LB
21,67,75,975000,7000,1373,32,70,49,47,38,41,34,34,32,18,32,74,69,46,49,21,64,49,26,64,52,39,65,33,73,66,85,32,31,37,66,60,36,46,37,57,66,46,60,36,39,40,35,54,37,57,66,46,60,36,39,40,35,54,40,CB
31,67,67,525000,7000,1734,49,82,59,74,59,61,56,64,45,23,62,55,62,72,59,57,55,50,57,71,66,60,63,56,88,65,79,66,41,57,65,66,54,62,57,63,65,62,66,54,57,52,54,63,57,63,65,62,66,54,57,52,54,63,52,CM
24,67,73,900000,4000,1466,59,66,49,57,39,59,33,33,43,35,32,72,65,70,36,27,65,47,32,58,53,44,69,56,68,71,75,40,32,43,66,58,44,47,43,60,66,47,58,44,45,47,43,57,43,60,66,47,58,44,45,47,43,57,47,CB
24,67,73,900000,3000,1400,55,74,48,51,38,58,32,24,35,18,22,67,68,76,42,25,66,34,24,60,48,42,61,62,68,67,80,37,27,39,66,58,39,45,39,58,66,45,58,39,42,41,39,55,39,58,66,45,58,39,42,41,39,55,41,CB
28,67,67,775000,1000,1829,74,71,71,73,64,59,72,75,65,49,71,57,52,71,70,57,46,54,61,62,67,73,53,75,71,51,61,68,51,65,57,60,64,64,65,60,57,64,60,64,66,62,65,62,65,60,57,64,60,64,66,62,65,62,62,LM
33,67,67,300000,10000,1831,55,64,47,60,71,61,71,61,72,66,55,56,63,55,77,75,62,56,55,64,61,81,64,56,72,64,81,62,63,65,64,66,65,67,65,64,64,67,66,65,66,66,65,65,65,64,64,67,66,65,66,66,65,65,66,CM
28,67,67,800000,4000,1456,61,52,48,53,62,57,23,27,56,68,24,71,17,72,25,71,23,56,70,66,59,64,15,62,53,21,80,45,62,58,41,40,62,50,58,39,41,50,40,62,55,66,58,40,58,39,41,50,40,62,55,66,58,40,66,ST
24,67,73,900000,5000,1809,73,70,73,83,70,64,49,53,60,37,46,53,69,92,63,60,52,58,49,54,70,73,63,79,87,70,47,65,41,62,63,66,60,65,62,66,63,65,66,60,63,56,60,66,62,66,63,65,66,60,63,56,60,66,56,CAM
23,67,73,900000,19000,1325,41,67,28,32,52,37,24,30,39,22,30,65,58,61,29,19,69,32,28,52,32,61,66,52,56,77,90,28,25,36,66,55,39,40,36,55,66,40,55,39,38,44,36,52,36,55,66,40,55,39,38,44,36,52,44,CB
22,67,74,1100000,14000,1609,69,46,73,74,66,66,50,67,74,60,61,41,21,49,62,55,40,59,58,60,70,49,47,59,37,45,43,72,50,66,44,50,64,61,66,48,44,61,50,64,63,58,64,50,66,48,44,61,50,64,63,58,64,50,58,CM
35,67,67,180000,3000,1646,63,64,60,55,53,68,53,24,39,47,52,62,68,74,53,48,63,42,50,61,62,60,65,64,74,66,78,45,49,52,66,62,52,55,52,63,66,55,62,52,54,55,52,62,52,63,66,55,62,52,54,55,52,62,55,CB
33,67,67,475000,7000,1742,58,59,65,57,67,71,79,67,70,66,70,49,49,57,70,67,27,70,65,59,68,74,41,63,42,38,58,68,59,66,48,54,66,63,66,52,48,63,54,66,66,64,67,55,66,52,48,63,54,66,66,64,67,55,64,CM
28,67,67,775000,5000,1777,75,31,75,45,63,57,70,59,64,58,38,58,56,75,62,61,64,41,59,62,63,56,70,77,81,63,80,62,60,63,62,62,63,63,63,67,62,63,62,63,66,62,65,67,63,67,62,63,62,63,66,62,65,67,62,RB
28,67,67,625000,2000,1830,69,66,63,69,64,59,58,41,64,49,37,58,55,67,68,67,63,64,61,68,69,71,62,74,80,65,76,65,58,65,64,66,64,66,65,65,64,66,66,64,65,63,64,65,65,65,64,66,66,64,65,63,64,65,63,CDM
25,67,72,1000000,14000,1540,54,58,42,52,66,54,38,42,62,68,37,70,24,67,31,62,25,66,67,59,64,74,28,57,52,33,72,56,67,60,45,45,63,54,60,43,45,54,45,63,58,66,60,45,60,43,45,54,45,63,58,66,60,45,66,ST
32,67,67,425000,3000,1797,61,66,60,66,62,56,76,70,56,46,70,63,67,72,64,52,62,62,44,62,64,57,66,62,72,64,73,66,39,59,65,65,57,62,59,66,65,62,65,57,61,56,59,66,59,66,65,62,65,57,61,56,59,66,56,LB
25,67,69,925000,5000,1749,81,43,93,77,66,64,63,55,68,63,56,53,41,84,59,66,36,51,62,61,60,56,41,82,55,38,58,65,59,66,48,51,65,60,66,53,48,60,51,65,66,63,67,55,66,53,48,60,51,65,66,63,67,55,63,CAM
21,67,81,1700000,3000,1568,73,41,73,86,69,60,62,53,71,47,36,34,25,67,64,53,31,46,61,52,70,46,37,71,69,32,36,71,50,66,39,49,62,62,66,49,39,62,49,62,66,55,65,53,66,49,39,62,49,62,66,55,65,53,55,CAM
26,67,69,925000,8000,1705,74,51,77,63,70,68,52,70,70,62,65,57,28,69,43,60,25,55,67,68,58,70,28,74,62,28,67,60,72,65,43,46,66,58,65,48,43,58,46,66,64,66,66,50,65,48,43,58,46,66,64,66,66,50,66,RM
27,67,69,750000,2000,1576,60,82,64,61,56,64,48,42,47,25,22,58,62,88,57,27,71,56,38,55,58,44,68,59,65,66,71,53,28,50,66,63,47,54,50,61,66,54,63,47,51,46,49,60,50,61,66,54,63,47,51,46,49,60,46,CB
23,67,72,1000000,1000,1813,76,58,79,80,72,66,63,72,71,58,70,47,56,66,64,65,48,40,60,65,70,71,49,70,68,47,61,68,51,68,55,60,67,66,68,59,55,66,60,67,68,63,68,62,68,59,55,66,60,67,68,63,68,62,63,CAM
22,67,73,875000,5000,1707,66,65,62,58,64,67,60,64,64,29,56,62,72,69,54,36,63,60,48,63,65,59,70,63,68,69,70,45,32,56,67,65,55,58,56,66,67,58,65,55,59,54,56,66,56,66,67,58,65,55,59,54,56,66,54,CB
23,67,74,1100000,14000,1668,67,39,73,68,69,63,64,59,69,63,49,65,32,77,51,55,20,55,64,66,66,68,21,71,64,28,67,60,62,65,43,47,66,60,65,48,43,60,47,66,65,66,66,51,65,48,43,60,47,66,65,66,66,51,66,CAM
21,67,78,1300000,7000,1654,71,29,69,64,65,57,55,47,64,68,40,77,38,74,53,53,18,65,57,64,64,67,25,73,84,45,69,46,67,61,47,50,63,59,61,52,47,59,50,63,63,66,63,54,61,52,47,59,50,63,63,66,63,54,66,RM
26,67,68,725000,23000,1709,71,62,67,63,68,70,69,66,65,36,53,55,64,59,50,34,62,52,57,63,63,57,64,70,75,64,66,55,24,59,63,63,59,60,59,66,63,60,63,59,63,56,61,66,59,66,63,60,63,59,63,56,61,66,56,LWB
26,67,69,775000,5000,1780,68,66,65,81,64,65,57,54,58,56,51,62,68,74,63,50,66,44,59,65,66,59,66,69,63,66,69,37,55,58,66,64,59,60,58,65,66,60,64,59,60,61,60,65,58,65,66,60,64,59,60,61,60,65,61,CB
21,67,74,900000,5000,1793,66,63,70,70,68,68,66,59,64,39,65,54,60,59,65,65,64,40,57,66,69,60,63,71,74,66,66,65,48,64,63,66,62,65,64,66,63,65,66,62,65,58,63,66,64,66,63,65,66,62,65,58,63,66,58,LB
21,67,74,1100000,7000,1612,77,69,80,76,72,65,53,44,70,65,38,55,18,70,33,60,14,60,64,60,63,72,14,74,64,18,57,58,65,65,37,42,66,56,65,43,37,56,42,66,64,66,66,46,65,43,37,56,42,66,64,66,66,46,66,ST
24,67,72,1000000,9000,1702,76,64,64,61,62,64,58,55,59,62,34,62,32,65,56,56,40,62,69,71,63,67,21,77,83,31,79,57,65,63,48,52,64,60,63,51,48,60,52,64,65,66,64,54,63,51,48,60,52,64,65,66,64,54,66,LM
26,67,69,925000,5000,1637,73,55,71,64,66,62,51,62,63,68,44,63,33,72,53,59,18,64,70,65,59,66,19,71,59,21,61,53,53,63,41,45,65,57,63,45,41,57,45,65,63,66,64,47,63,45,41,57,45,65,63,66,64,47,66,LM
20,67,81,1700000,31000,1629,86,37,81,78,68,61,60,58,73,59,45,42,20,45,58,53,26,67,54,62,65,64,36,80,60,31,57,57,54,65,40,47,64,58,65,49,40,58,47,64,66,61,66,52,65,49,40,58,47,64,66,61,66,52,61,LM
27,67,68,900000,9000,1603,76,59,69,68,66,64,53,39,64,63,37,64,18,59,46,63,18,69,67,65,60,68,19,77,73,20,61,58,57,63,39,44,65,57,63,45,39,57,44,65,64,66,65,47,63,45,39,57,44,65,64,66,65,47,66,ST
31,67,67,525000,3000,1713,61,73,71,75,65,67,61,48,62,48,30,55,67,67,72,51,54,40,43,72,67,55,55,57,71,58,75,68,45,62,62,66,59,65,62,62,62,65,66,59,62,57,60,63,62,62,62,65,66,59,62,57,60,63,57,CM
23,67,77,1200000,11000,1625,74,34,67,73,60,47,67,62,70,64,32,49,24,42,62,58,28,52,64,58,67,65,43,80,68,39,51,58,64,64,42,48,64,60,64,52,42,60,48,64,66,63,66,54,64,52,42,60,48,64,66,63,66,54,63,LM
23,67,75,950000,38000,1543,68,60,56,55,65,52,52,28,46,25,17,64,64,68,45,35,67,43,41,64,64,48,66,76,66,72,77,27,33,50,67,62,50,53,50,66,67,53,62,50,54,51,52,64,50,66,67,53,62,50,54,51,52,64,51,CB
29,67,67,600000,1000,1441,51,72,49,46,42,68,39,32,40,22,28,72,62,62,50,42,69,37,33,64,63,56,59,52,34,67,76,37,31,45,66,59,44,48,45,56,66,48,59,44,44,47,43,54,45,56,66,48,59,44,44,47,43,54,47,CB
24,67,74,925000,12000,1501,36,72,44,49,63,63,53,42,34,36,30,65,65,34,60,30,66,38,55,59,65,52,66,37,67,68,78,56,32,51,66,65,50,58,51,61,66,58,65,50,51,51,48,59,51,61,66,58,65,50,51,51,48,59,51,CB
22,67,71,1000000,3000,1807,78,60,77,60,66,56,63,62,66,62,56,48,56,62,60,63,47,59,60,59,66,68,54,76,74,53,61,67,66,66,56,60,65,64,66,61,56,64,60,65,66,63,66,62,66,61,56,64,60,65,66,63,66,62,63,CM
24,67,72,1000000,1000,1704,72,29,80,74,69,56,69,71,67,61,68,38,34,71,57,65,28,69,63,61,64,59,23,69,72,32,60,70,54,66,40,49,65,62,66,49,40,62,49,65,66,61,67,53,66,49,40,62,49,65,66,61,67,53,61,CAM
26,67,70,975000,3000,1764,76,79,88,78,71,63,56,45,70,61,52,51,27,83,53,57,19,64,68,67,68,69,22,75,77,17,76,55,80,66,43,49,67,60,66,47,43,60,49,67,67,66,67,51,66,47,43,60,49,67,67,66,67,51,66,ST
24,67,72,1000000,5000,1516,71,35,60,59,64,65,39,50,65,71,38,65,15,61,36,65,17,67,57,65,55,73,18,70,57,14,70,46,69,59,36,38,63,51,59,40,36,51,38,63,58,66,61,42,59,40,36,51,38,63,58,66,61,42,66,ST
26,67,67,825000,13000,1625,79,54,79,72,65,55,64,54,71,62,45,56,18,71,57,59,14,48,66,58,63,66,10,76,62,12,70,62,57,65,36,43,65,58,65,42,36,58,43,65,66,65,67,46,65,42,36,58,43,65,66,65,67,46,65,LW
20,67,80,1500000,24000,1701,71,40,75,79,78,61,61,73,74,59,47,44,35,62,72,49,32,55,57,60,74,59,35,67,67,38,59,67,54,68,45,55,66,66,68,52,45,66,55,66,68,62,67,56,68,52,45,66,55,66,68,62,67,56,62,CM
29,67,67,575000,7000,1746,65,62,79,76,57,71,66,35,60,36,39,65,67,80,66,43,64,36,48,71,63,59,63,66,76,64,77,52,45,57,66,65,56,60,57,66,66,60,65,56,60,56,58,66,57,66,66,60,65,56,60,56,58,66,56,RWB
31,67,67,650000,1000,1805,67,84,65,63,66,71,62,54,66,53,55,44,59,72,63,59,59,62,69,71,70,62,61,61,50,64,64,71,55,66,63,65,65,66,66,62,63,66,65,65,65,61,65,62,66,62,63,66,65,65,65,61,65,62,61,CDM
32,67,67,450000,4000,1630,50,66,68,66,59,60,43,44,58,39,38,70,64,78,41,57,70,51,13,60,49,61,67,45,73,68,74,50,51,49,66,60,48,52,49,61,66,52,60,48,49,50,49,59,49,61,66,52,60,48,49,50,49,59,50,CB
27,67,67,775000,4000,1891,84,74,73,66,72,64,67,75,69,53,66,58,56,51,62,70,50,68,67,63,70,68,52,84,82,52,69,61,66,68,59,63,68,66,68,64,59,66,63,68,69,66,69,65,68,64,59,66,63,68,69,66,69,65,66,CDM
26,67,70,950000,7000,1634,66,51,68,66,71,63,61,71,69,64,67,39,34,44,64,66,19,58,66,56,69,59,24,60,57,22,63,64,62,66,39,48,65,62,66,45,39,62,48,65,65,62,66,49,66,45,39,62,48,65,65,62,66,49,62,CAM
23,67,72,850000,7000,1651,77,56,70,73,64,58,38,38,58,24,30,67,64,78,59,22,65,44,43,68,61,42,65,78,78,71,80,40,37,54,68,64,53,57,54,66,68,57,64,53,57,52,54,64,54,66,68,57,64,53,57,52,54,64,52,CB
23,67,71,1000000,6000,1703,82,58,83,80,71,65,62,70,75,60,68,29,30,60,50,65,22,48,55,58,59,72,23,79,68,28,57,58,70,65,39,47,65,58,65,47,39,58,47,65,66,61,67,51,65,47,39,58,47,65,66,61,67,51,61,LM
24,67,72,1000000,1000,1595,64,57,51,38,63,69,55,38,62,65,46,68,27,62,38,60,25,67,65,62,61,69,28,67,77,30,87,54,58,60,46,47,63,56,60,48,46,56,47,63,61,66,62,50,60,48,46,56,47,63,61,66,62,50,66,CF
24,67,73,1000000,6000,1737,81,55,81,75,70,64,59,63,68,65,35,58,40,73,58,63,37,64,67,64,61,63,24,79,59,30,71,61,59,66,47,51,67,60,66,51,47,60,51,67,66,66,68,53,66,51,47,60,51,67,66,66,68,53,66,RM
22,67,78,1300000,15000,1787,73,60,81,71,67,58,58,62,69,66,65,47,43,62,64,64,44,48,54,56,69,63,50,75,78,56,66,64,54,66,54,59,64,64,66,58,54,64,59,64,66,62,66,60,66,58,54,64,59,64,66,62,66,60,62,CAM
21,67,81,1500000,18000,1795,58,61,57,59,68,64,44,61,64,58,43,66,65,62,69,72,60,46,60,64,70,74,62,65,62,67,74,67,62,65,65,66,65,67,65,62,65,67,66,65,63,65,62,62,65,62,65,67,66,65,63,65,62,62,65,CM
30,67,67,725000,6000,1569,60,67,59,56,67,61,37,61,65,65,33,66,12,65,43,56,22,75,70,57,66,75,18,61,55,17,74,52,68,62,40,43,64,55,62,39,40,55,43,64,59,66,61,41,62,39,40,55,43,64,59,66,61,41,66,ST
28,67,67,800000,22000,1618,78,39,70,69,68,51,48,41,65,71,44,66,22,61,52,64,27,66,60,56,61,66,28,75,60,34,63,59,49,64,43,46,65,57,64,47,43,57,46,65,63,66,64,48,64,47,43,57,46,65,63,66,64,48,66,LW
34,67,67,375000,9000,1748,45,35,66,54,70,69,71,54,57,60,69,59,54,32,67,74,58,73,68,61,68,75,65,35,54,64,69,73,65,65,59,62,63,66,65,60,59,66,62,63,62,63,62,60,65,60,59,66,62,63,62,63,62,60,63,CM
28,67,67,800000,6000,1621,62,85,67,59,62,66,42,55,56,70,36,72,21,74,50,58,24,64,66,64,57,77,18,51,69,25,74,45,64,58,44,46,61,54,58,42,44,54,46,61,57,66,58,44,58,42,44,54,46,61,57,66,58,44,66,CF
23,67,72,875000,4000,1829,72,73,72,63,67,56,54,59,64,63,49,52,61,65,66,67,65,57,54,62,69,65,67,69,73,66,67,59,59,64,65,66,63,65,64,65,65,65,66,63,64,63,64,65,64,65,65,65,66,63,64,63,64,65,63,RB
21,67,75,1100000,15000,1664,71,60,65,72,67,67,33,66,71,70,35,60,45,58,43,63,25,68,65,63,58,69,32,72,65,40,59,55,59,63,47,50,66,58,63,49,47,58,50,66,61,66,63,51,63,49,47,58,50,66,61,66,63,51,66,ST
24,67,73,1000000,5000,1672,82,42,68,73,67,57,62,63,67,63,50,44,23,66,60,64,25,52,59,57,64,72,27,83,67,35,76,60,57,65,42,48,65,59,65,49,42,59,48,65,66,64,66,52,65,49,42,59,48,65,66,64,66,52,64,ST
26,67,68,750000,10000,1819,67,79,65,64,64,63,65,66,64,31,60,67,65,68,57,66,67,45,58,65,62,71,61,68,64,66,68,60,58,60,66,64,60,62,60,65,66,62,64,60,61,59,60,65,60,65,66,62,64,60,61,59,60,65,59,LB
25,67,70,975000,4000,1668,68,66,74,72,68,63,55,57,67,66,52,60,13,80,53,57,19,55,67,68,57,66,26,75,75,28,71,48,58,62,42,46,65,57,62,46,42,57,46,65,64,66,64,49,62,46,42,57,46,65,64,66,64,49,66,ST
31,67,67,500000,4000,1819,78,53,70,73,65,70,70,71,62,45,67,43,65,68,65,63,59,59,64,57,59,64,65,77,75,68,65,54,39,61,61,63,61,62,61,66,61,62,63,61,64,58,63,66,61,66,61,62,63,61,64,58,63,66,58,LB
22,67,74,1100000,7000,1725,90,53,74,73,65,62,61,62,71,57,43,42,31,70,52,58,27,64,60,64,60,74,33,92,72,32,70,54,57,64,44,49,65,58,64,52,44,58,49,65,66,64,67,55,64,52,44,58,49,65,66,64,67,55,64,LW
20,67,79,1400000,20000,1796,77,64,79,68,64,66,55,64,70,68,58,65,40,62,54,65,42,63,65,70,61,73,39,74,70,43,67,63,63,66,52,54,67,61,66,55,52,61,54,67,66,68,67,56,66,55,52,61,54,67,66,68,67,56,68,ST
28,67,67,625000,8000,1370,61,73,41,48,35,57,25,27,25,17,28,70,65,79,33,22,65,34,24,66,45,33,64,62,74,68,81,33,29,36,66,57,36,42,36,59,66,42,57,36,39,40,36,55,36,59,66,42,57,36,39,40,36,55,40,CB
28,67,67,800000,4000,1716,79,86,65,75,66,60,55,60,67,65,40,56,24,64,43,61,43,60,62,61,59,73,25,83,74,39,71,40,55,60,49,50,64,55,60,51,49,55,50,64,63,66,64,53,60,51,49,55,50,64,63,66,64,53,66,ST
28,67,67,775000,8000,1751,82,70,80,82,63,57,64,62,65,65,56,53,29,76,62,63,11,53,58,55,64,79,18,84,79,11,80,59,66,64,40,46,65,58,64,46,40,58,46,65,66,66,66,49,64,46,40,58,46,65,66,66,66,49,66,CAM
30,67,67,725000,8000,1643,76,82,82,79,62,57,36,45,59,67,37,65,29,81,42,60,15,63,63,67,53,68,19,84,81,17,76,44,59,59,43,45,63,53,59,45,43,53,45,63,60,66,61,46,59,45,43,53,45,63,60,66,61,46,66,ST
22,67,76,1200000,24000,1641,82,43,75,75,68,60,72,74,77,57,71,34,23,56,46,57,21,58,57,53,56,68,24,84,65,23,42,63,54,64,34,42,64,56,64,46,34,56,42,64,66,59,67,51,64,46,34,56,42,64,66,59,67,51,59,RM
27,67,69,750000,2000,1428,53,74,47,47,49,56,22,29,34,17,26,69,63,68,49,23,68,39,39,58,52,43,62,54,70,68,79,34,30,42,66,60,41,48,42,58,66,48,60,41,43,44,40,55,42,58,66,48,60,41,43,44,40,55,44,LB
